row,name,meta,address,phone,zip
630,NORTHWELL / PHELPS MEMORIAL HOSPITAL,"Distance: 28.07 miles
315 South Highland Avenue Briarcliff Manor 10510
(914)923-5700
Handicap Accessible",315 South Highland Avenue Briarcliff Manor 10510,(914)923-5700,10510
631,"NYC HEALTH + HOSPITALS / EAST NEW YORK, A GOTHAM HEALTH CENTER","Distance: 7.52 miles
2094 Pitkin Avenue Brooklyn 11207
(718)579-4061
Handicap Accessible",2094 Pitkin Avenue Brooklyn 11207,(718)579-4061,11207
632,"NYC HEALTH + HOSPITALS / GOUVERNEUR, A GOTHAM HEALTH CENTER","Distance: 1.63 miles
540 E. 13th Street New York 10009
(718)579-4061
Handicap Accessible",540 E. 13th Street New York 10009,(718)579-4061,10009
633,NYC HEALTH + HOSPITALS / HARLEM,"Distance: 4.97 miles
103 E 125th St New York 10035
(718)252-3000
Handicap Accessible",103 E 125th St New York 10035,(718)252-3000,10035
634,NYC HEALTH + HOSPITALS / HARLEM,"Distance: 5.42 miles
512 Lenox Avenue New York 10037
(718)579-4061
Handicap Accessible",512 Lenox Avenue New York 10037,(718)579-4061,10037
635,NYC HEALTH + HOSPITALS / LINCOLN,"Distance: 6.09 miles
234 E. 149th Street Bronx 10451
(718)579-4061
Handicap Accessible",234 E. 149th Street Bronx 10451,(718)579-4061,10451
636,NYC HEALTH + HOSPITALS / NORTH CENTRAL,"Distance: 10.98 miles
3424 Kossuth Avenue Bronx 10467
(718)918-5700
Handicap Accessible",3424 Kossuth Avenue Bronx 10467,(718)918-5700,10467
637,NYU HOSPITALS CENTER DBA NYU LUTHERAN FAMILY HEALTH CENTER QUALITY CARE GROUP,"Distance: 3.82 miles
215 Heyward Street, Rm 240 Brooklyn 11206
(718)388-3872
Handicap Accessible","215 Heyward Street, Rm 240 Brooklyn 11206",(718)388-3872,11206
638,OUTREACH DEVELOPMENT CORPORATION,"Distance: 54.89 miles
11 Farber Drive Bellport 11713
(631)286-0700
Handicap Accessible",11 Farber Drive Bellport 11713,(631)286-0700,11713
639,"PARK SLOPE CENTER FOR MENTAL HEALTH, INC.","Distance: 5.8 miles
348 13th Street Brooklyn 11215
(516)564-2973
Handicap Accessible",348 13th Street Brooklyn 11215,(516)564-2973,11215
640,PESACH TIKVAH HOPE DEVELOPMENT INC.,"Distance: 8.78 miles
12 Franklin Avenue Rm 410 Brooklyn 11249
(718)875-6900
Handicap Accessible",12 Franklin Avenue Rm 410 Brooklyn 11249,(718)875-6900,11249
641,PESACH TIKVAH HOPE DEVELOPMENT INC.,"Distance: 3.97 miles
18 Middleton St Brooklyn 11206
(718)875-6900
Handicap Accessible",18 Middleton St Brooklyn 11206,(718)875-6900,11206
642,PESACH TIKVAH HOPE DEVELOPMENT INC.,"Distance: 3.8 miles
62 Harrison Avenue Rm 230 Brooklyn 11211
(718)875-6900
Handicap Accessible",62 Harrison Avenue Rm 230 Brooklyn 11211,(718)875-6900,11211
643,POST GRADUATE CENTER FOR MENTAL HEALTH,"Distance: 6.25 miles
391 East 149th Street, 4th Floor Bronx 10455
(718)215-1117
Handicap Accessible","391 East 149th Street, 4th Floor Bronx 10455",(718)215-1117,10455
644,"QSA SERVICES, INC. DBA THE PAC PROGRAM OF QUEENS","Distance: 6.65 miles
40-11 Warren Street Elmhurst 11373
(718)729-8686
Handicap Accessible",40-11 Warren Street Elmhurst 11373,(718)729-8686,11373
645,ROCKLAND PSYCHIATRIC CENTER (NYSOMH),"Distance: 37.82 miles
1040 Main Street Peekskill 10566
(518)549-5272
Handicap Accessible",1040 Main Street Peekskill 10566,(518)549-5272,10566
646,SAMARITAN DAYTOP VILLAGE INC,"Distance: 79.13 miles
190 Fox Hollow Road Rhinebeck 12572
(845)876-3789
Handicap Accessible",190 Fox Hollow Road Rhinebeck 12572,(845)876-3789,12572
647,SAMARITAN DAYTOP VILLAGE INC,"Distance: 8.84 miles
Home and Community Based Locations - Kings County Brooklyn 11230
(718)292-4455
Handicap Accessible",Home and Community Based Locations - Kings County Brooklyn 11230,(718)292-4455,11230
648,"SERVICE PROGRAM FOR OLDER PEOPLE, INC","Distance: 3.02 miles
188 West 88th Street New York 10024
(212)787-7120
Handicap Accessible",188 West 88th Street New York 10024,(212)787-7120,10024
649,"SERVICE PROGRAM FOR OLDER PEOPLE, INC","Distance: 2.42 miles
197 East Broadway, New York 10002
(212)787-7120
Handicap Accessible","197 East Broadway, New York 10002",(212)787-7120,10002
650,SHELTERING ARMS CHILDREN AND FAMILY SERVICES,"Distance: 0.2 miles
2nd Fl., 305 Seventh Avenue New York 10001
(212)675-1000
Handicap Accessible","2nd Fl., 305 Seventh Avenue New York 10001",(212)675-1000,10001
651,ST. BARNABAS HOSPITAL,"Distance: 9.12 miles
4422 Third Avenue Bronx 10457
(718)960-6636
Handicap Accessible",4422 Third Avenue Bronx 10457,(718)960-6636,10457
652,"START TREATMENT & RECOVERY CENTERS, INC","Distance: 4.79 miles
937 Fulton Street Brooklyn 11238
(800)211-0996
Handicap Accessible",937 Fulton Street Brooklyn 11238,(800)211-0996,11238
653,SUN RIVER HEALTH,"Distance: 8.53 miles
56 Bay St Staten Island 10301
(914)384-2375
Handicap Accessible",56 Bay St Staten Island 10301,(914)384-2375,10301
654,THE BROOKDALE HOSPITAL MEDICAL CENTER,"Distance: 7.83 miles
One Brookdale Plaza Brooklyn 11212
(718)240-5000
Handicap Accessible",One Brookdale Plaza Brooklyn 11212,(718)240-5000,11212
655,THE CHILDREN'S AID SOCIETY,"Distance: 7.06 miles
21 Jumel Place, Rooms 127F and 127K New York 10032
(212)923-1495
Handicap Accessible","21 Jumel Place, Rooms 127F and 127K New York 10032",(212)923-1495,10032
656,THE CHILDREN'S AID SOCIETY,"Distance: 8.13 miles
910 East 172nd Street, 3rd Floor Bronx 10460
(347)767-2200
Handicap Accessible","910 East 172nd Street, 3rd Floor Bronx 10460",(347)767-2200,10460
657,"THE FAMILY CENTER, INC.","Distance: 5.29 miles
493 Nostrand Avenue, 3rd & 4th Floors Brooklyn 11216
(718)230-1379
Handicap Accessible","493 Nostrand Avenue, 3rd & 4th Floors Brooklyn 11216",(718)230-1379,11216
658,"THE HISPANIC COUNSELING CENTER, INC","Distance: 19.84 miles
344 Fulron Avenue, 1st and 2nd Floors Hempstead 11550
(516)358-2613
Handicap Accessible","344 Fulron Avenue, 1st and 2nd Floors Hempstead 11550",(516)358-2613,11550
659,"THE NEW HORIZON COUNSELING CENTER, INC.","Distance: 10 miles
156-28 Crossway Boulevard Howard Beach 11414
(718)738-6800
Handicap Accessible",156-28 Crossway Boulevard Howard Beach 11414,(718)738-6800,11414
660,TRI CENTER INC,"Distance: 9.43 miles
2488 Grand Concourse, Suite 415-423 Bronx 10458
(718)584-7204
Handicap Accessible","2488 Grand Concourse, Suite 415-423 Bronx 10458",(718)584-7204,10458
661,VISITING NURSE SERVICE OF NEW YORK HOME CARE,"Distance: 9.79 miles
1630 East 15th Street Brooklyn 11229
(718)840-4058
Handicap Accessible",1630 East 15th Street Brooklyn 11229,(718)840-4058,11229
663,"VOCATIONAL INSTRUCTION PROJECT COMMUNITY SERVICES, INC","Distance: 8.55 miles
764 East 176 Street Bronx 10457
(718)542-8700
Handicap Accessible",764 East 176 Street Bronx 10457,(718)542-8700,10457
664,"VOCATIONAL INSTRUCTION PROJECT COMMUNITY SERVICES, INC","Distance: 8.55 miles
770 East 176th St. 2nd FL. Bronx 10460
(718)583-5150
Handicap Accessible",770 East 176th St. 2nd FL. Bronx 10460,(718)583-5150,10460
665,"VOCATIONAL INSTRUCTION PROJECT COMMUNITY SERVICES, INC","Distance: 8.55 miles
770 East 176th Street Bronx 10460
(718)542-8700
Handicap Accessible",770 East 176th Street Bronx 10460,(718)542-8700,10460
666,WANTAGH DAY TREATMENT PROGRAM (NYSOMH),"Distance: 24.67 miles
2850 North Jerusalem Road Wantagh 11793
(516)396-2955
Handicap Accessible",2850 North Jerusalem Road Wantagh 11793,(516)396-2955,11793
667,"WELLLIFE NETWORK, INC.","Distance: 15.2 miles
800 Northern Blvd, 1st Floor Great Neck 11021
(516)829-9666
Handicap Accessible","800 Northern Blvd, 1st Floor Great Neck 11021",(516)829-9666,11021
668,WESTCHESTER JEWISH COMMUNITY SERVICES,"Distance: 14.22 miles
135 Locust Hill Avenue Yonkers 10701
(914)237-6089
Handicap Accessible",135 Locust Hill Avenue Yonkers 10701,(914)237-6089,10701
669,WESTCHESTER JEWISH COMMUNITY SERVICES,"Distance: 21.66 miles
141 North Central Avenue Hartsdale 10530
(914)949-7699
Handicap Accessible",141 North Central Avenue Hartsdale 10530,(914)949-7699,10530
670,WESTCHESTER JEWISH COMMUNITY SERVICES,"Distance: 16.15 miles
160 Bolmer Avenue, Rooms 17 & 4B Yonkers 10703
(914)376-8174
Handicap Accessible","160 Bolmer Avenue, Rooms 17 & 4B Yonkers 10703",(914)376-8174,10703
671,"WESTCHESTER JEWISH COMMUNITY SERVICES, INC.","Distance: 14.08 miles
11 West Prospect Avenue Mount Vernon 10550
(914)761-0600
Handicap Accessible",11 West Prospect Avenue Mount Vernon 10550,(914)761-0600,10550
672,ACMH INC.,"Distance: 12.93 miles
80-45 Winchester BLVD Creedmoor PC Bg.74 Queens Village 11427
(718)465-6750
Handicap Accessible",80-45 Winchester BLVD Creedmoor PC Bg.74 Queens Village 11427,(718)465-6750,11427
673,ADVANCED CENTER FOR PSYCHOTHERAPY,"Distance: 11.36 miles
178-10 Wexford Terrace Jamaica 11432
(718)261-3330
Handicap Accessible",178-10 Wexford Terrace Jamaica 11432,(718)261-3330,11432
674,"AIDS CENTER OF QUEENS COUNTY, INC.","Distance: 10.84 miles
161-21 Jamaica Avenue Jamaica 11432
(718)472-9400
Handicap Accessible",161-21 Jamaica Avenue Jamaica 11432,(718)472-9400,11432
676,ASSOCIATION TO BENEFIT CHILDREN,"Distance: 5.03 miles
1841 Park Ave New York 10035
(646)459-6165
Handicap Accessible",1841 Park Ave New York 10035,(646)459-6165,10035
677,ASTOR SERVICES FOR CHILDREN & FAMILIES,"Distance: 8.79 miles
700 East 179th Street, Room 223 Bronx 10457
(718)231-3400
Handicap Accessible","700 East 179th Street, Room 223 Bronx 10457",(718)231-3400,10457
678,ASTOR SERVICES FOR CHILDREN & FAMILIES,"Distance: 11.3 miles
750 Tilden Street Bronx 10467
(718)231-3400
Handicap Accessible",750 Tilden Street Bronx 10467,(718)231-3400,10467
679,ASTOR SERVICES FOR CHILDREN & FAMILIES,"Distance: 7.15 miles
888 Rev. J.A. Polite Avenue, Room 316 Bronx 10459
(718)231-3400
Handicap Accessible","888 Rev. J.A. Polite Avenue, Room 316 Bronx 10459",(718)231-3400,10459
680,BRONXCARE HEALTH SYSTEM,"Distance: 7.49 miles
1285 Fulton Ave Bronx 10456
(718)992-7669
Handicap Accessible",1285 Fulton Ave Bronx 10456,(718)992-7669,10456
681,"BROOKLYN CENTER FOR FAMILIES IN CRISIS, INC.","Distance: 7.49 miles
330 Rugby Road, Room B-9 Brooklyn 11226
(718)282-0010
Handicap Accessible","330 Rugby Road, Room B-9 Brooklyn 11226",(718)282-0010,11226
682,"BROOKLYN CENTER FOR PSYCHOTHERAPY, INC.","Distance: 4.44 miles
500 Atlantic Ave Brooklyn 11217
(718)398-0800
Handicap Accessible",500 Atlantic Ave Brooklyn 11217,(718)398-0800,11217
683,"CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC.","Distance: 9.47 miles
2037 Utica Avenue Brooklyn 11234
(718)722-6258
Handicap Accessible",2037 Utica Avenue Brooklyn 11234,(718)722-6258,11234
684,EAST HARLEM COUNCIL FOR HUMAN SERVICES INC.,"Distance: 4.9 miles
2265 Third Avenue New York 10035
(212)289-6650
Handicap Accessible",2265 Third Avenue New York 10035,(212)289-6650,10035
685,"FAMILY SERVICES OF WESTCHESTER, INC.","Distance: 14.07 miles
6 Granatan Avenue Mount Vernon 10550
(914)305-6842
Handicap Accessible",6 Granatan Avenue Mount Vernon 10550,(914)305-6842,10550
686,"FAMILY SERVICES OF WESTCHESTER, INC.","Distance: 24.54 miles
One Gateway Plaza Port Chester 10573
(914)240-2241
Handicap Accessible",One Gateway Plaza Port Chester 10573,(914)240-2241,10573
687,"HAMILTON-MADISON HOUSE, INC.","Distance: 2.65 miles
253 South Street, 3rd Fl New York 10022
(212)720-4540
Handicap Accessible","253 South Street, 3rd Fl New York 10022",(212)720-4540,10022
688,HEIGHTS HILL CLINIC (NYSOMH),"Distance: 4.27 miles
25 Flatbush Avenue Brooklyn 11217
(718)875-1420
Handicap Accessible",25 Flatbush Avenue Brooklyn 11217,(718)875-1420,11217
689,HUDSON GUILD,"Distance: 0.46 miles
351 West 18th Street New York 10011
(212)760-9857
Handicap Accessible",351 West 18th Street New York 10011,(212)760-9857,10011
691,"INTERBOROUGH DEVELOPMENTAL & CONSULTATION CENTER, INC","Distance: 9.83 miles
1623 Kings Highway Brooklyn 11229
(718)375-1200
Handicap Accessible",1623 Kings Highway Brooklyn 11229,(718)375-1200,11229
692,"INTERBOROUGH DEVELOPMENTAL & CONSULTATION CENTER, INC","Distance: 6.78 miles
921 E. New York Ave. Brooklyn 11203
(718)778-0485
Handicap Accessible",921 E. New York Ave. Brooklyn 11203,(718)778-0485,11203
693,"JEWISH BOARD OF FAMILY AND CHILDREN'S SERVICES, INC.","Distance: 1.16 miles
135 West 50th Street, 6th Floor New York 10020
(212)632-4646
Handicap Accessible","135 West 50th Street, 6th Floor New York 10020",(212)632-4646,10020
694,"JEWISH BOARD OF FAMILY AND CHILDREN'S SERVICES, INC.","Distance: 7.84 miles
1526 Grand Concourse Bronx 10457
(718)282-3425
Handicap Accessible",1526 Grand Concourse Bronx 10457,(718)282-3425,10457
695,"JEWISH BOARD OF FAMILY AND CHILDREN'S SERVICES, INC.","Distance: 2.03 miles
333 East 4th Street, Room 103 New York 10009
(212)632-4646
Handicap Accessible","333 East 4th Street, Room 103 New York 10009",(212)632-4646,10009
696,"JEWISH BOARD OF FAMILY AND CHILDREN'S SERVICES, INC.","Distance: 1.42 miles
444 West 56th Street, 6th Floor, Room 2012 New York 10019
(212)633-4646
Handicap Accessible","444 West 56th Street, 6th Floor, Room 2012 New York 10019",(212)633-4646,10019
697,"JEWISH BOARD OF FAMILY AND CHILDREN'S SERVICES, INC.","Distance: 7.37 miles
97-77 Queens Blvd, Penthouse Rego Park 11374
(718)423-6200
Handicap Accessible","97-77 Queens Blvd, Penthouse Rego Park 11374",(718)423-6200,11374
698,JEWISH CHILD CARE ASSOCIATION OF NEW YORK,"Distance: 6.22 miles
384 East 149th Street Bronx 10455
(917)808-4800
Handicap Accessible",384 East 149th Street Bronx 10455,(917)808-4800,10455
699,"JULIA DYCKMAN ANDURS MEMORIAL, INC.","Distance: 37.47 miles
1072 Elm Street, Room PR 3 Peekskill 10566
(914)965-1109
Handicap Accessible","1072 Elm Street, Room PR 3 Peekskill 10566",(914)965-1109,10566
700,"JULIA DYCKMAN ANDURS MEMORIAL, INC.","Distance: 30.02 miles
190 Croton AVenue, Literacy Office Ossining 10562
(914)965-1109
Handicap Accessible","190 Croton AVenue, Literacy Office Ossining 10562",(914)965-1109,10562
701,"KAREN HORNEY CLINIC, INC.","Distance: 2.07 miles
329 East 62nd Street New York 10065
(212)838-4333
Handicap Accessible",329 East 62nd Street New York 10065,(212)838-4333,10065
703,"LOWER EASTSIDE SERVICE CENTER, INC.","Distance: 2.26 miles
7 Gouverneur Slip East New York 10002
(212)343-3681
Handicap Accessible",7 Gouverneur Slip East New York 10002,(212)343-3681,10002
704,MAIMONIDES MEDICAL CENTER,"Distance: 7.46 miles
920 48th Street Brooklyn 11219
(718)283-6000
Handicap Accessible",920 48th Street Brooklyn 11219,(718)283-6000,11219
705,MENTAL HEALTH ASSN OF NYC INC DBA VIBRANT,"Distance: 4.89 miles
116 East 124th Street, 3rd Floor New York 10035
(212)876-6083
Handicap Accessible","116 East 124th Street, 3rd Floor New York 10035",(212)876-6083,10035
706,"MENTAL HEALTH PROVIDERS OF WESTERN QUEENS, INC.","Distance: 4.96 miles
62-07 Woodside Ave Woodside 11377
(718)672-1705
Handicap Accessible",62-07 Woodside Ave Woodside 11377,(718)672-1705,11377
708,MONTEFIORE MEDICAL CENTER,"Distance: 5.91 miles
804 E 138th St Bronx 10454
(718)920-4321
Handicap Accessible",804 E 138th St Bronx 10454,(718)920-4321,10454
709,NEW YORK FOUNDLING,"Distance: 0.66 miles
590 Avenue of Americas New York 10011
(212)633-9300
Handicap Accessible",590 Avenue of Americas New York 10011,(212)633-9300,10011
710,"NORTHSIDE CENTER FOR CHILD DEVELPOMENT, INC.","Distance: 5.98 miles
201 East 144 Street, Room 309 Bronx 10451
(212)426-3400
Handicap Accessible","201 East 144 Street, Room 309 Bronx 10451",(212)426-3400,10451
712,NORTHWELL / LIJ ZUCKER HILLSIDE HOSPITAL,"Distance: 16.38 miles
1554 Northern Boulevard Manhasset 11030
(516)719-3717
Handicap Accessible",1554 Northern Boulevard Manhasset 11030,(516)719-3717,11030
713,NORTHWELL / PHELPS MEMORIAL HOSPITAL,"Distance: 28.23 miles
22 Rockledge Avenue Ossining 10562
(914)944-5220
Handicap Accessible",22 Rockledge Avenue Ossining 10562,(914)944-5220,10562
714,NORTHWELL / STATEN ISLAND UNIVERSITY HOSPITAL,"Distance: 19.11 miles
375 Seguine Avenue Staten Island 10309
(718)226-2800
Handicap Accessible",375 Seguine Avenue Staten Island 10309,(718)226-2800,10309
716,NYC HEALTH + HOSPITALS / ELMHURST,"Distance: 3.57 miles
14-30 Broadway Long Island City 11106
(718)932-1185
Handicap Accessible",14-30 Broadway Long Island City 11106,(718)932-1185,11106
718,NYC HEALTH + HOSPITALS / KINGS COUNTY,"Distance: 6.94 miles
451 Clarkson Avenue Brooklyn 11203
(718)579-4061
Handicap Accessible",451 Clarkson Avenue Brooklyn 11203,(718)579-4061,11203
719,OUTREACH DEVELOPMENT CORPORATION,"Distance: 37.27 miles
998 Crooked Hill Road Brentwood 11717
(631)521-8400
Handicap Accessible",998 Crooked Hill Road Brentwood 11717,(631)521-8400,11717
720,PESACH TIKVAH HOPE DEVELOPMENT INC.,"Distance: 7.68 miles
1177 48th Street Rm 209 Brooklyn 11219
(718)875-6900
Handicap Accessible",1177 48th Street Rm 209 Brooklyn 11219,(718)875-6900,11219
721,PESACH TIKVAH HOPE DEVELOPMENT INC.,"Distance: 7.42 miles
13 Church Avenue, Room 207 Brooklyn 11218
(718)875-6900
Handicap Accessible","13 Church Avenue, Room 207 Brooklyn 11218",(718)875-6900,11218
722,PESACH TIKVAH HOPE DEVELOPMENT INC.,"Distance: 7.39 miles
1402 40th Street Rm 204 Brooklyn 11218
(718)875-6900
Handicap Accessible",1402 40th Street Rm 204 Brooklyn 11218,(718)875-6900,11218
723,PESACH TIKVAH HOPE DEVELOPMENT INC.,"Distance: 8.43 miles
1876 50th Street Rm 109 Brooklyn 11204
(718)875-6900
Handicap Accessible",1876 50th Street Rm 109 Brooklyn 11204,(718)875-6900,11204
724,PESACH TIKVAH HOPE DEVELOPMENT INC.,"Distance: 7.34 miles
4314 10th Avenue. Rm 1-Lobby Brooklyn 11219
(718)875-6900
Handicap Accessible",4314 10th Avenue. Rm 1-Lobby Brooklyn 11219,(718)875-6900,11219
725,PESACH TIKVAH HOPE DEVELOPMENT INC.,"Distance: 7.64 miles
600 McDonald Avenue Rm 225 Brooklyn 11218
(718)875-6900
Handicap Accessible",600 McDonald Avenue Rm 225 Brooklyn 11218,(718)875-6900,11218
726,PESACH TIKVAH HOPE DEVELOPMENT INC.,"Distance: 3.52 miles
75 Ross Street Rm 103 Brooklyn 11211
(718)875-6900
Handicap Accessible",75 Ross Street Rm 103 Brooklyn 11211,(718)875-6900,11211
727,PESACH TIKVAH HOPE DEVELOPMENT INC.,"Distance: 4.34 miles
926 Bedford Avenue Brooklyn 11206
(718)875-6900
Handicap Accessible",926 Bedford Avenue Brooklyn 11206,(718)875-6900,11206
728,PILGRIM PSYCHIATRIC CENTER (NYSOMH),"Distance: 71.2 miles
550 East Main Street, Suite 103 Riverhead 11901
(631)369-1277
Handicap Accessible","550 East Main Street, Suite 103 Riverhead 11901",(631)369-1277,11901
729,PILGRIM PSYCHIATRIC CENTER (NYSOMH),"Distance: 37.27 miles
998 Crooked Hill Road, Bldg 57 West Brentwood 11717
(631)761-2082
Handicap Accessible","998 Crooked Hill Road, Bldg 57 West Brentwood 11717",(631)761-2082,11717
730,ROCKLAND PSYCHIATRIC CENTER (NYSOMH),"Distance: 23.08 miles
10 County Center Rd White Plains 10607
(914)948-1192
Handicap Accessible",10 County Center Rd White Plains 10607,(914)948-1192,10607
731,ROCKLAND PSYCHIATRIC CENTER (NYSOMH),"Distance: 68.67 miles
10 Ross Circle Poughkeepsie 12601
(518)549-5272
Handicap Accessible",10 Ross Circle Poughkeepsie 12601,(518)549-5272,12601
732,SAGAMORE CHILDREN'S PSYCHIATRIC CENTER (NYSOMH),"Distance: 50.56 miles
118 Spring Street Port Jefferson 11777
(631)240-8920
Handicap Accessible",118 Spring Street Port Jefferson 11777,(631)240-8920,11777
733,SAMARITAN DAYTOP VILLAGE INC,"Distance: 9.84 miles
130-20 89th Rd Richmond Hill 11418
(718)292-4455
Handicap Accessible",130-20 89th Rd Richmond Hill 11418,(718)292-4455,11418
734,SAMARITAN DAYTOP VILLAGE INC,"Distance: 9.84 miles
13020 89th Road Richmond Hill 11418
(718)441-8913
Handicap Accessible",13020 89th Road Richmond Hill 11418,(718)441-8913,11418
735,SAMARITAN DAYTOP VILLAGE INC,"Distance: 11.78 miles
1915 Forest Avenue Staten Island 10303
(718)981-3136
Handicap Accessible",1915 Forest Avenue Staten Island 10303,(718)981-3136,10303
736,SAMARITAN DAYTOP VILLAGE INC,"Distance: 6.55 miles
2776-2778 3rd Ave Bronx 10455
(718)292-4455
Handicap Accessible",2776-2778 3rd Ave Bronx 10455,(718)292-4455,10455
737,SAMARITAN DAYTOP VILLAGE INC,"Distance: 8.67 miles
338 Forbell St Brooklyn 11208
(718)292-4455
Handicap Accessible",338 Forbell St Brooklyn 11208,(718)292-4455,11208
738,"SAMUEL FIELD YM & YWHA, INC. DBA COMMUNITY ADVISORY PROGRAM FOR THE ELDERLY","Distance: 5.61 miles
7501 Broadway Elmhurst 11373
(718)224-0566
Handicap Accessible",7501 Broadway Elmhurst 11373,(718)224-0566,11373
739,"SAMUEL FIELD YM & YWHA, INC. DBA COMMUNITY ADVISORY PROGRAM FOR THE ELDERLY","Distance: 11.04 miles
92-47 165th Street Jamaica 11434
(718)224-0566
Handicap Accessible",92-47 165th Street Jamaica 11434,(718)224-0566,11434
